id,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,city
1337698036211578884,Amsterdam lovely Appartement Canal view,"This special place is close to everything, making it easy to plan your visit.<br /><br />In the middle of Amsterdam, but in a relaxing area next to the Vondelpark.",,574983233,Lisa,2024-04-30,,,within a day,70%,50%,f,,1.0,1.0,"['email', 'phone']",f,t,,Zuid,52.35494,4.8483,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Washer"", ""Wifi"", ""TV"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""First aid kit"", ""Fire extinguisher"", ""Kitchen"", ""Paid parking on premises""]",377.0,t,21,34,62,62,0,0,0,62.0,0.0,0.0,0.0,,,,,,,,,,,Amsterdam
4830755,"Centrally located monument, quiet, cozy","A quiet, super cosy, apartment located in a monumental building from the 17th century, 15 minute walk away from the central station. <br />Located in a back of a building with a view on a beautiful garden. Perfect for a couple visiting the city. <br />I showcase professional photos which were taken 5 years ago and recently taken in the late afternoon.","I love that the neighbourhood, although very central is  also very quiet.  It offers a few dining options (Italian and Thai)  and is home to Amsterdam's famous local producer of smoked fish and meat (Frank's Smoke House). Within a 7-10 minut walk you'll be in the lively Red Light District, Central Station and the Nieuwmarkt. Moving in the other direction within 5 minutes you'll be in the famous IJ brewery.",24609966,Kasia,2014-12-08,"Amsterdam, Netherlands","Hi! My name is Kasia. Originally from Poland, I have been living in Amsterdam for the past 11 years. I'm passionate about yoga, public speaking, art house cinemas, and traveling. Although I've lived in Amsterdam for quite some years, I love exploring its new hidden gems and sharing them with others. I look forward to hosting you!",within a day,100%,30%,f,,1.0,1.0,"['email', 'phone', 'work_email']",t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-Oost,52.36673,4.91232,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Hangers"", ""Stove"", ""Smoke alarm"", ""Heating"", ""Washer"", ""Hot water"", ""Wifi"", ""Luggage dropoff allowed"", ""Essentials"", ""Iron"", ""Paid parking off premises"", ""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Shampoo"", ""Oven"", ""Dishes and silverware""]",172.0,t,19,28,53,233,57,5,0,233.0,5.0,40.0,6880.0,2015-01-04,2024-10-20,4.91,4.96,5.0,4.95,4.96,4.81,4.77,0.46,Amsterdam
1187910261245781553,Casa Bella,"This stunning corner house is centrally located in Amsterdam, right by the water. It offers an idyllic and serene setting while still being close to all urban amenities. Only 15 minutes away from Amsterdam Central Station, the convenient tram stop right outside your door makes public transport exceptionally easy. Within 15 minutes, you are in the bustling heart of Amsterdam.<br />The property is within walking distance of a picturesque boulevard, where within a 300-meter.","This stunning corner house is centrally located in Amsterdam, right by the water. It offers an idyllic and serene setting while still being close to all urban amenities. Only 15 minutes away from Amsterdam Central Station, the convenient tram stop right outside your door makes public transport exceptionally easy. Within 15 minutes, you are in the bustling heart of Amsterdam.<br /><br />The property is within walking distance of a picturesque boulevard, where within a 300-meter radius, you will find various dining options and a supermarket. This ensures you always have access to delightful restaurants and daily groceries without needing to travel far. Additionally, there is a beach nearby, perfect for relaxing summer days.<br /><br />The house is ideal for families, located in a child-friendly neighborhood that offers safety and comfort for all ages. Parking is hassle-free, with ample parking spaces available in the vicinity.<br /><br />Inside the house, you will find a spacious bedroom",68684086,Samuel,2016-04-24,"Amsterdam, Netherlands","29 years of age living in Amsterdam.
",within an hour,89%,79%,f,,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",IJburg - Zeeburgereiland,52.35253239999999,5.0014478,Entire home,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Dedicated workspace"", ""Smoke alarm"", ""Private entrance"", ""Heating"", ""Washer"", ""Wifi"", ""TV"", ""Waterfront"", ""Exterior security cameras on property"", ""Lake view"", ""Beach access \u2013 Beachfront"", ""Pets allowed"", ""Host greets you"", ""Outdoor dining area"", ""Lake access"", ""BBQ grill"", ""Kitchen"", ""Paid parking on premises""]",115.0,t,29,49,77,167,3,3,0,167.0,2.0,23.0,2645.0,2024-07-20,2025-01-25,3.67,3.67,3.67,3.67,3.67,3.67,3.67,0.4,Amsterdam
23020332,Semi Private floor (50 m2/538ft2) in Amsterdam,"Discover the beautiful spots in Amsterdam Noord staying in our semi private floor (50 m2/538ft2) with double bedroom, chill out room, private bathroom and toilet. The house is surrounded by green areas, a lake, park, playgrounds and close to the centre of the city.","Amsterdam Noord has a lot to offer. The New York times described once Amsterdam Noord as one of the hippest places to visit, because of his combination of industrial architecture, creativity and vintage design stores. Not to forget about the pittoresque houses of the famous Dutch dykes, worth a visit!<br />There is more than enough to explore at this side of the city!",6756868,Barbara,2013-06-05,"Amsterdam, Netherlands","Hi! I´m Barbara, I come from Valencia, Spain but these days I live in Amsterdam. I´m an active and creative person. Besides my boyfriend, my kids and friends I love to travel, and spend hours on the kitchen.",within a few hours,96%,51%,f,Nieuwendam-Noord,2.0,6.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Noord-Oost,52.38801,4.95684,Private room in home,Private room,3,1.0,1 private bath,1.0,1.0,"[""Children\u2019s books and toys"", ""Courtyard view"", ""Park view"", ""Private living room"", ""Coffee maker: Nespresso"", ""Hangers"", ""Mini fridge"", ""Heating"", ""Garden view"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Bed linens"", ""Free washer \u2013 In unit"", ""Hot water"", ""Waterfront"", ""Host greets you"", ""High chair"", ""Portable fans"", ""Coffee"", ""Free street parking"", ""Hair dryer"", ""Fast wifi \u2013 90 Mbps"", ""Smoke alarm"", ""Essentials"", ""Extra pillows and blankets"", ""Lake access"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby""]",62.0,t,14,25,47,290,252,47,3,229.0,46.0,255.0,15810.0,2018-05-08,2025-02-25,4.77,4.78,4.85,4.89,4.89,4.62,4.58,3.03,Amsterdam
53350993,Really central houseboat with fire place & terrace,Always wanted to wake up on a houseboat? This houseboat is located on the beautiful Brouwersgracht and is perfect for a romantic trip to Amsterdam. The houseboat has a fully equipped kitchen and bathroom. The boat has a terrace on the water. You can walk straight into the Jordaan from here.<br />The accommodation is all to yourself during your stay.,Fantastically located in the cozy neighborhood of the Jordaan!,431966725,Natalia,2021-11-15,"Amsterdam, Netherlands","Love to travel and meet new people! Part of small family of 3: Polish girl, Austrian man and French dog-all living in Amsterdam. Currently traveling in Asia.",within a few hours,100%,89%,t,,2.0,2.0,['phone'],t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-West,52.38216,4.885,Houseboat,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Private entrance"", ""Private backyard \u2013 Fully fenced"", ""Canal view"", ""Freezer"", ""Wine glasses"", ""Coffee maker"", ""Kitchen"", ""Paid street parking off premises"", ""Air conditioning"", ""Laundromat nearby"", ""Heating"", ""Free dryer \u2013 In unit"", ""Indoor fireplace"", ""Bed linens"", ""Lockbox"", ""Cooking basics"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Stove"", ""Hot water"", ""Wifi"", ""Waterfront"", ""Microwave"", ""Self check-in"", ""Iron"", ""Outdoor furniture"", ""Private patio or balcony"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Essentials"", ""Dining table"", ""HDTV with Amazon Prime Video, HBO Max, Netflix"", ""Oven"", ""Dishes and silverware""]",343.0,t,2,12,33,157,26,4,0,157.0,5.0,31.0,10633.0,2022-04-17,2025-01-02,4.96,4.96,4.88,4.92,4.96,4.96,4.81,0.74,Amsterdam
1146254678852328749,Appartement in oud west,Beautiful classic apartment in the most beautiful neighborhood of Amsterdam with high original plafons,,44261218,Reinier,2015-09-15,"Amsterdam, Netherlands",,within a day,50%,14%,f,,1.0,1.0,['phone'],t,t,,De Baarsjes - Oud-West,52.37085,4.86077,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dedicated workspace"", ""Smoke alarm"", ""Washer"", ""Hot water"", ""TV"", ""First aid kit"", ""Wifi"", ""Central heating"", ""Kitchen""]",240.0,t,23,51,81,261,1,1,0,261.0,1.0,8.0,1920.0,2024-09-15,2024-09-15,4.0,4.0,5.0,5.0,5.0,3.0,4.0,0.18,Amsterdam
30261748,Amstel BNB Amsterdam Centre,"Welcome to Amstel BNB Amsterdam Centre!<br /><br />This very centrally located B&B has a great location near the Amstel river. <br />It is has a luxury interior. You are very welcome, but we only accept a family (with children of age 10+) or 2 couples of age 30+. <br />We provide two bedrooms with each a double sized bed.","This lovely apartment is located near the famous Amstel Hotel, the Heineken Experience, Albert Cuyp market, Oosterpark, Artis, Royal Theater Carré, Hermitage Amsterdam and the Stopera.",111736939,Amsterdam Amstel BNB,2017-01-16,"Amsterdam, Netherlands","Hello, I'm Janay.
I was born and raised in Amsterdam. I love life, traveling, my social life and I'm passionate about music.
In 2017 I started my AirBnb and I'm looking forward to welcome you as my guest. 
Feel free to contact me if you are interested.

With kind and warm regards,

Janay.",within an hour,100%,100%,f,Oosterparkbuurt,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Oud-Oost,52.35585,4.9094,Private room in rental unit,Private room,4,1.0,1 private bath,2.0,2.0,"[""Body soap"", ""Courtyard view"", ""Canal view"", ""Wine glasses"", ""Coffee maker"", ""Shampoo"", ""Paid parking on premises"", ""Long term stays allowed"", ""Hangers"", ""Heating"", ""TV with standard cable"", ""Luggage dropoff allowed"", ""Bed linens"", ""Fire extinguisher"", ""Hot water"", ""Wifi"", ""EV charger"", ""Host greets you"", ""Microwave"", ""Shower gel"", ""Iron"", ""Coffee"", ""Hair dryer"", ""Refrigerator"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Essentials"", ""Extra pillows and blankets"", ""Dining table"", ""Dishes and silverware""]",245.0,t,15,20,27,134,186,37,3,134.0,38.0,255.0,62475.0,2018-12-09,2025-02-16,4.7,4.72,4.76,4.95,4.92,4.78,4.49,2.45,Amsterdam
52050592,Stylish Amsterdam Pad - whole apt to yourself!,"Guests (max 4 people) will have full and exclusive use of the whole apartment, owners will not be present.<br /><br />Built in the early 19th Century, the apartment is centrally located in the famous 9 Streets neighbourhood of Amsterdam, just a few minutes walk from Dam Square and the Royal Palace and situated amongst the beautiful central canals of Herengracht and Keizersgracht.",,57378136,Mike,2016-02-04,"Amsterdam, Netherlands","International and well-travelled individual, who has lived all over the world and now settled in Amsterdam.

I enjoy renting out my lovely 9 Streets apartment when I am away on business or travelling for leisure.

I hope you will enjoy my lovely part of Amsterdam!
",within an hour,100%,97%,t,Grachtengordel,2.0,2.0,"['email', 'phone', 'work_email']",t,t,,Centrum-West,52.36954,4.88697,Private room in condo,Private room,4,1.5,1.5 baths,2.0,2.0,"[""Outdoor dining area"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""BBQ grill"", ""Hangers"", ""Heating"", ""TV with standard cable"", ""Cooking basics"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Stove"", ""Hot water"", ""Host greets you"", ""Microwave"", ""Iron"", ""Hair dryer"", ""Private patio or balcony"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Fast wifi \u2013 71 Mbps"", ""Carbon monoxide alarm"", ""Essentials"", ""Oven"", ""Dishes and silverware""]",503.0,t,0,0,0,13,9,1,0,0.0,1.0,8.0,4024.0,2022-03-21,2024-10-21,5.0,4.78,4.67,5.0,5.0,5.0,4.67,0.25,Amsterdam
2080427,Cosy apartment near the centre,"My cosy en warm apartment (60m2) is located on a 10 minutes relaxed Amsterdam-style cycle to Dam Square and to the Museum square/plein.<br /><br />It's located between the hip & happening Amsterdam Pijp and the equally Urban/Berlin style hip 'Amsterdam Oost'. The subway is only a 3 minutes walk, the nearest train station is a 10 minutes walk. Around the corner there are lots of nice restaurants, I love to inform you about the restaurants, so if you like to go out just drop a note.","It's located between the hip & happening Amsterdam Pijp and the equally Urban/Berlin style hip 'Amsterdam Oost'. Around the corner there are lots of nice restaurants, I love to inform you about the restaurants, so if you like to go out just drop a note.",10628928,Nienke,2013-12-15,"Amsterdam, Netherlands",.,,,,f,,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, North Holland, Netherlands",Oud-Oost,52.3522,4.91484,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Body soap"", ""Freezer"", ""Wine glasses"", ""Outdoor dining area"", ""Paid parking off premises"", ""Kitchen"", ""Shampoo"", ""Laundromat nearby"", ""Heating"", ""Hot water kettle"", ""Bed linens"", ""Lockbox"", ""Cooking basics"", ""Coffee maker: french press"", ""Stove"", ""Washer"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Self check-in"", ""Iron"", ""Outdoor furniture"", ""Hair dryer"", ""Private patio or balcony"", ""Refrigerator"", ""Smoke alarm"", ""Cleaning products"", ""Carbon monoxide alarm"", ""First aid kit"", ""Essentials"", ""Sound system with Bluetooth and aux"", ""Extra pillows and blankets"", ""Dining table"", ""Clothing storage: closet"", ""Oven"", ""Dishes and silverware""]",176.0,t,0,0,0,32,19,0,0,32.0,0.0,0.0,0.0,2014-01-27,2021-10-22,4.47,4.63,4.47,4.89,4.79,4.74,4.47,0.14,Amsterdam
17472980,"Large room in former bank, walking distance CS","Hotel Café Modern is a retro style boutique hotel located on the second floor of a former bank, and lies within ten minutes walking distance from Amsterdam Central Station. On the ground floor of the hotel you’ll find our restaurant: Café Modern.","Hotel Café Modern has been located in the atmospheric old building of the Twentsche Bank since 2012. The Hotel is located in the Van der Pekbuurt, a cozy and creative place with many local shops. Around the corner are cultural hotspots such as the A'DAM Toren and the EYE Film Museum. Typical for the garden village is the beautiful, village architecture of the 1920s. The red brick walls, the glazed yellow brick bands and the porches that protrude from the facades are decisive in the streetscape. There is a lively market in the neighborhood on Thursday and Saturday. And where you can get very easily by car.",118345810,Hotel Cafe,2017-02-27,"Amsterdam, Netherlands",,,,0%,f,Volewijck,3.0,5.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Oud-Noord,52.38589,4.91001,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Pocket wifi"", ""Private entrance"", ""Body soap"", ""Courtyard view"", ""Freezer"", ""Wine glasses"", ""Bathtub"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Hangers"", ""Laundromat nearby"", ""Heating"", ""Luggage dropoff allowed"", ""Bed linens"", ""Fire extinguisher"", ""Cooking basics"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Waterfront"", ""Host greets you"", ""Microwave"", ""Shower gel"", ""Iron"", ""Coffee"", ""Hair dryer"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Cleaning products"", ""Carbon monoxide alarm"", ""First aid kit"", ""Essentials"", ""Extra pillows and blankets"", ""Dining table"", ""Clothing storage: closet"", ""Oven"", ""Dishes and silverware""]",123.0,t,0,0,1,98,82,0,0,37.0,0.0,0.0,0.0,2017-04-17,2023-08-03,4.68,4.71,4.85,4.85,4.77,4.77,4.63,0.85,Amsterdam
962276605214327073,Corner appartement in Oud-Zuid,"Discover Amsterdam from this beautiful corner apartment in Oud-Zuid.<br /><br />With a spacious living room full of natural light, a comfortable bedroom, modern kitchen and a sunny balcony. <br /><br />Enjoy the tranquility in the middle of Amsterdam in this stately neighborhood with coffee shops and proximity to the Vondelpark and Museumplein. Ideal for people and business travelers. <br /><br />Smoking, pets and parties are not allowed.",,391470014,Marc,2021-03-07,"Amsterdam, Netherlands","Hi!

Mijn naam is Marc en samen met mijn vriendin Frederique wonen we in een mooi hoek appartement in Amsterdam. 

Dit is het eerste jaar dat we ons appartement airbnb’en en kijken er naar uit om mensen te verwelkomen. 

Het huis is perfect voor stellen die Amsterdam willen ontdekken, of enkele reizigers die hier voor werk of plezier heen komen. 

Hopelijk tot snel!

Marc",within a few hours,100%,50%,f,,1.0,1.0,['phone'],t,t,,Zuid,52.3534596,4.8639728,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Body soap"", ""Freezer"", ""Wine glasses"", ""Toaster"", ""Conditioner"", ""Kitchen"", ""Coffee maker"", ""Long term stays allowed"", ""Hangers"", ""Heating"", ""Hot water kettle"", ""Bed linens"", ""Cooking basics"", ""Dishwasher"", ""Stove"", ""Washer"", ""Hot water"", ""Wifi"", ""Iron"", ""Coffee"", ""Hair dryer"", ""Oven"", ""Refrigerator"", ""Ethernet connection"", ""Smoke alarm"", ""Cleaning products"", ""Dedicated workspace"", ""TV"", ""Carbon monoxide alarm"", ""First aid kit"", ""Essentials"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Dining table"", ""Clothing storage"", ""Mosquito net"", ""Dishes and silverware""]",270.0,t,0,0,0,71,8,5,0,71.0,5.0,39.0,10530.0,2023-10-06,2024-04-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.47,Amsterdam
5503580,Familiewoning (niet voor vriendengroepen),"This home is our home that we normally live in. When you rent our house, we are probably on vacation ourselves. We love to give others a fun experience this way. My boyfriend, me and our 2 children are very happy with our house. We live in a quiet green and child-friendly neighborhood and are actually only 20 minutes from the center of Amsterdam. We hope you will have a nice stay in our house and look forward to welcoming you!","We live in a green child friendly neighborhood. It is quiet here and you are here on the edge of town.  If you want the lively city in the city, you will be in the city center in 20 minutes by subway.",24816465,Francine,2014-12-14,"Amsterdam, Netherlands","Hello,
My name is Francine and i live in Amsterdam. I work as a primary school teacher. I live together with my boyfriend and our two children. We all love to travel and go on holidays. We like to go to rural areas and different continents .
I think we are easy guests who easily go there own way. But of course we do like to meet new people and welcoming new experiences.",within an hour,100%,22%,f,,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam Zuid-Oost, Noord-Holland, Netherlands",Gaasperdam - Driemond,52.29122,4.97366,Entire home,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Private entrance"", ""Clothing storage: wardrobe"", ""Park view"", ""Freezer"", ""Wine glasses"", ""Private backyard"", ""Toaster"", ""Outdoor dining area"", ""Bathtub"", ""Conditioner"", ""Kitchen"", ""Shampoo"", ""Coffee maker"", ""Hangers"", ""Heating"", ""Garden view"", ""TV with standard cable"", ""Hot water kettle"", ""Bed linens"", ""Lockbox"", ""Cooking basics"", ""Dishwasher"", ""Stove"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Baking sheet"", ""Microwave"", ""Shower gel"", ""Portable fans"", ""Self check-in"", ""Iron"", ""Coffee"", ""Outdoor furniture"", ""Free street parking"", ""Hair dryer"", ""Board games"", ""Game console: PS3"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Cleaning products"", ""First aid kit"", ""Pets allowed"", ""Essentials"", ""Blender"", ""Dining table"", ""Oven"", ""Dishes and silverware""]",200.0,t,0,2,4,33,26,3,0,33.0,2.0,23.0,4600.0,2017-06-04,2025-01-01,4.96,4.77,4.92,4.96,4.96,4.64,4.76,0.28,Amsterdam
50631207,Bright lovely 1 bedroom apartment in Amsterdam,"I rent out my place during my travels, love sharing and hosting people. The apartment is in a quiet residential building however very close by to the touristic attractions. Public transportation is a 3 min walk away. At 2 minutes is a nice square with restaurants, shops and bars. Within the apartment you will find everything you need for a comfortable stay.",,191287358,Remziye,2018-05-23,"Amsterdam, Netherlands",,within a day,50%,0%,f,,1.0,2.0,"['email', 'phone']",t,t,,Zuid,52.35514,4.87259,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Body soap"", ""Wine glasses"", ""Smoking allowed"", ""Kitchen"", ""Shampoo"", ""Heating"", ""Hot water kettle"", ""Patio or balcony"", ""Bed linens"", ""Gas stove"", ""Cooking basics"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Hot water"", ""Wifi"", ""Host greets you"", ""Microwave"", ""Shower gel"", ""Iron"", ""Coffee"", ""Hair dryer"", ""Refrigerator"", ""Smoke alarm"", ""Cleaning products"", ""TV"", ""Essentials"", ""Drying rack for clothing"", ""Oven""]",105.0,t,7,7,7,7,0,0,0,7.0,0.0,0.0,0.0,,,,,,,,,,,Amsterdam
14890435,Spacious light house in Amsterdam East side,"Indische buurt (Indian Neighbourhood) is the upcoming area in Amsterdam. Of the last couple of year the area upgraded immensly. Now is filled with activity, coffee bars, nightlife and still the same relaxed atmosphere.<br /><br />On walking distance of the lively Java street. Trainstation Muiderpoort is a 5 minute walk. Local transportation is nearby as is a bicycle rental.<br /><br />By bike the Museum square, Leidse Square and Nieuwmarkt are 15 minutes.","Indische buurt is a vibrant part of Amsterdam, tons of little coffee shops, bar,  night life, small fresh vegetable stores etc etc.",9407279,Frank,2013-10-13,"Amsterdam, Netherlands","I am a self employed reporter living in Amsterdam.
",,,0%,f,,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Oostelijk Havengebied - Indische Buurt,52.3639,4.93747,Entire townhouse,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Pocket wifi"", ""Private entrance"", ""Kitchen"", ""Hangers"", ""Heating"", ""TV with standard cable"", ""Patio or balcony"", ""Bed linens"", ""Cooking basics"", ""Backyard"", ""Dishwasher"", ""Stove"", ""Washer"", ""Hot water"", ""Wifi"", ""Iron"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Oven"", ""Dishes and silverware""]",89.0,t,0,0,0,99,6,0,0,38.0,0.0,0.0,0.0,2017-02-21,2020-02-23,4.67,4.83,3.83,5.0,5.0,5.0,4.67,0.06,Amsterdam
925758128152581402,appartement+garden in Amsterdam,"A unique place in Amsterdam with a quiet garden and veranda, the apartment is furnished with vintage design furniture and is located in a nice neighborhood near the Westerpark near the Jordaan.<br />The perfect place to relax after a day of fun in the hustle and bustle of the city.",,44367249,David,2015-09-16,"Amsterdam, Netherlands",,within an hour,100%,100%,f,,1.0,1.0,"['email', 'phone']",t,t,,Westerpark,52.38190761919263,4.871917955589838,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Private entrance"", ""Washer"", ""Hot water"", ""Wifi"", ""Private backyard"", ""Host greets you"", ""Essentials"", ""Bed linens"", ""Paid street parking off premises"", ""Central heating"", ""Kitchen""]",200.0,t,8,14,21,89,4,4,0,28.0,4.0,31.0,6200.0,2024-07-28,2024-11-03,4.5,4.75,4.5,4.75,5.0,4.75,4.5,0.55,Amsterdam
38698905,Private&Cozy bedroom near Central and Metro/train,"Comfortable short stay in Amsterdam! <br />1 single bed, desk and one big closet in a cozy bedroom (13M2 on First floor) in 3-floor house, it faces to South and is bright with 2 big windows. <br />Bathroom/Toilet are shared. <br />500 meter away from metro station<br />16 mins walk to nearest Lelylaan train station<br />Schiphol airport: 15 min<br />City centre by tram or bike: 15-20 min.<br />Within walking distance about 5 minutes, there're 2 supermarkets, Pizzeria and Turkey’s restaurants and lovely park,and a lot more.","Within walking distance about 5 minutes, there're 2 supermarkets (AH and LIdl) , Pizzeria and Turkey’s restaurants and lovely park and a lot more.<br />we are near to metro station - Postjesweg (walk for 6 min) <br />to nearest train station -Amsterdam Lelylaan (walk about 16 min)<br />to nearest tram station - tram 13 (walk about 10 min)<br />to nearest bus station - bus 18 ( walk for 2 min)",154433811,Jianrong,2017-10-13,"Amsterdam, Netherlands","I am very easy going and like  to meet new people and get to know all different culture. 
I have been in Netherlands for  more than 20 year, and in Amsterdam for 16 years. 

I am very caring and will welcome you personally. Hope you have a good time stay, and help you with travelling tips, directions, etc. 
If I am not around, will have co-host to welcome you!",within an hour,100%,100%,t,Overtoomse Veld,4.0,4.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Slotervaart,52.36504,4.84024,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,2.0,"[""Radiant heating"", ""Private backyard \u2013 Fully fenced"", ""Clothing storage: closet and wardrobe"", ""Wine glasses"", ""Toaster"", ""Outdoor dining area"", ""Lock on bedroom door"", ""Bikes"", ""Shampoo"", ""Paid parking on premises"", ""Long term stays allowed"", ""Hangers"", ""Garden view"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Bed linens"", ""Safe"", ""Hot water"", ""Wifi"", ""Host greets you"", ""Microwave"", ""Shower gel"", ""Iron"", ""Coffee"", ""Hair dryer"", ""Various brand body soap"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Cleaning products"", ""Carbon monoxide alarm"", ""First aid kit"", ""Essentials"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Paid washer \u2013 In building"", ""Housekeeping available from 11:00\u202fAM to 2:00\u202fPM, every day - available at extra cost"", ""Dining table"", ""Dishes and silverware""]",51.0,t,1,6,25,56,174,97,7,56.0,97.0,255.0,13005.0,2019-09-22,2025-02-28,4.79,4.84,4.83,4.91,4.91,4.6,4.66,2.62,Amsterdam
1248538654225560337,Luxury 2Br apt next to zuidas with roof terrace,"Welcome to our high-end apartment at Amsterdam-Zuidas, where luxury and comfort take center stage. This spacious residence features two large bedrooms and two stylish bathrooms, including one en-suite connected to the master bedroom. With a fully equipped kitchen, elegant interior, and a rooftop terrace offering stunning views of Amsterdam, this apartment provides the ultimate living experience. Located in one of Amsterdam's most upscale neighborhoods, close to restaurants and shops.",,39110511,Mike,2015-07-21,"Amsterdam, Netherlands","My name is Mike from Yourbnb and I love to travel around the world. Next to that I host my own listings Airbnb and helping other hosts by renting villa's, apartments and studios.",within an hour,95%,84%,,,53.0,80.0,"['email', 'phone', 'work_email']",t,t,,Zuid,52.34506,4.85621,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Crib"", ""Freezer"", ""Outdoor dining area"", ""Coffee maker"", ""Kitchen"", ""Air conditioning"", ""Heating"", ""Hot water kettle"", ""Patio or balcony"", ""Bed linens"", ""Cooking basics"", ""Dishwasher"", ""Stove"", ""Washer"", ""Hot water"", ""Wifi"", ""Microwave"", ""Iron"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Oven"", ""Dishes and silverware""]",256.0,t,1,1,1,1,0,0,0,1.0,0.0,0.0,0.0,,,,,,,,,,,Amsterdam
1220930041888376099,Family home in Amsterdam Noord,,,595508214,Heleen Henny Romkje,2024-08-11,"Amsterdam, Netherlands",,within a day,100%,0%,f,,1.0,1.0,"['email', 'phone']",t,t,,Oud-Noord,52.3940574704266,4.907371210831448,Entire home,Entire home/apt,4,1.0,1 bath,4.0,4.0,"[""Dedicated workspace"", ""Smoke alarm"", ""Washer"", ""Wifi"", ""TV"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Paid parking on premises""]",397.0,,0,12,15,62,0,0,0,62.0,0.0,0.0,0.0,,,,,,,,,,,Amsterdam
